range_-100_-95,range_-105_-100,range_-10_-5,range_-110_-105,range_-115_-110,range_-120_-115,range_-125_-120,range_-130_-125,range_-135_-130,range_-140_-135,range_-145_-140,range_-150_-145,range_-155_-150,range_-15_-10,range_-160_-155,range_-165_-160,range_-170_-165,range_-175_-170,range_-180_-175,range_-185_-180,range_-190_-185,range_-195_-190,range_-200_-195,range_-20_-15,range_-25_-20,range_-30_-25,range_-35_-30,range_-40_-35,range_-45_-40,range_-50_-45,range_-55_-50,range_-5_0,range_-60_-55,range_-65_-60,range_-70_-65,range_-75_-70,range_-80_-75,range_-85_-80,range_-90_-85,range_-95_-90,range_0_5,range_100_105,range_105_110,range_10_15,range_110_115,range_115_120,range_120_125,range_125_130,range_130_135,range_135_140,range_140_145,range_145_150,range_150_155,range_155_160,range_15_20,range_160_165,range_165_170,range_170_175,range_175_180,range_180_185,range_185_190,range_190_195,range_20_25,range_25_30,range_30_35,range_35_40,range_40_45,range_45_50,range_50_55,range_55_60,range_5_10,range_60_65,range_65_70,range_70_75,range_75_80,range_80_85,range_85_90,range_90_95,range_95_100
3,3,2190,1,1,1,0,2,0,0,0,0,0,767,0,0,0,0,0,0,0,0,0,379,218,163,114,85,45,33,20,11137,14,13,7,12,8,6,1,3,58057,0,0,12702,1,3,0,2,0,2,3,1,1,0,2277,0,0,0,0,0,0,0,812,430,263,146,100,68,57,32,59718,28,21,13,12,9,10,4,2
13,10,1951,6,6,7,4,7,5,6,3,1,5,851,7,3,0,2,1,4,2,0,1,466,268,191,135,88,68,61,49,10705,42,28,19,20,15,9,7,5,57628,9,9,12346,12,3,7,6,4,3,7,3,3,5,2262,3,3,1,1,3,2,2,866,462,284,184,145,91,78,52,60209,43,42,35,28,26,17,20,6
9,0,2846,10,6,2,2,3,2,2,2,3,2,1204,1,0,0,3,1,1,0,0,0,739,389,251,162,149,92,89,70,12183,46,37,28,20,14,11,6,11,56069,9,11,12794,4,4,3,4,3,2,1,2,0,1,2764,2,1,0,2,0,1,1,1194,723,386,260,161,128,113,75,56611,77,51,29,35,25,23,17,13
0,0,2136,0,0,0,0,0,0,0,0,0,0,743,0,0,0,0,0,0,0,0,0,261,146,78,36,10,11,6,2,11439,2,4,4,1,3,0,0,0,58715,2,0,12087,1,0,0,0,0,0,0,0,0,0,2154,0,0,0,0,0,0,0,739,325,149,65,30,24,7,10,60801,6,1,0,2,0,0,0,0
8,3,2710,7,5,2,1,1,2,1,3,3,2,1049,1,1,0,0,1,0,0,1,0,500,305,206,159,116,102,70,47,12374,24,31,26,19,17,14,9,7,56257,12,7,12957,5,8,12,9,5,4,1,0,1,1,2890,1,0,0,0,0,0,0,1141,520,324,229,143,100,88,59,57203,45,36,31,25,16,16,13,12
3,1,2387,1,3,4,0,2,0,0,1,0,0,916,0,0,0,0,0,0,0,0,0,576,326,205,166,91,80,60,46,11176,31,24,19,8,9,5,4,4,55553,4,5,13365,4,0,3,0,0,1,0,1,1,0,2537,0,0,0,0,0,0,0,1029,603,343,214,155,116,80,73,59612,45,40,27,15,6,11,5,4
6,3,3292,12,2,4,3,3,2,2,4,3,0,1396,1,3,0,0,2,1,1,0,0,733,409,249,185,135,89,62,31,12992,36,27,21,13,20,12,11,10,55566,12,11,13020,13,5,3,5,3,3,4,5,1,4,3225,0,0,0,0,2,0,0,1470,732,455,259,173,111,89,66,54823,37,32,21,15,20,13,16,11
10,3,2326,8,7,5,2,6,7,6,2,2,8,1006,4,1,4,4,0,2,1,0,7,484,240,173,128,85,67,56,40,12144,38,17,19,15,17,20,7,10,58160,12,11,12010,4,6,6,5,4,4,6,6,2,7,2405,4,2,6,4,0,0,2,953,484,298,188,128,89,49,36,57862,31,27,18,24,19,14,13,16
4,7,2245,4,5,9,2,4,1,4,3,3,5,793,0,0,3,0,2,2,2,0,0,346,189,111,91,65,47,22,16,12944,23,17,12,5,9,6,4,6,62171,6,6,10647,5,4,4,4,3,1,2,2,5,2,2012,1,1,1,2,0,0,1,676,362,178,103,74,39,57,25,56498,19,9,12,14,6,10,8,4
9,6,2736,11,7,8,7,6,4,0,0,4,2,1158,1,2,2,0,1,2,1,0,1,618,348,266,197,134,133,85,62,12310,62,53,40,33,17,19,15,14,55280,15,13,13348,12,11,10,6,11,9,3,8,5,4,2713,3,0,1,0,0,1,0,1158,628,374,243,195,146,112,97,56902,88,62,45,29,31,27,15,13
19,30,3458,24,21,20,20,14,16,9,19,11,8,1341,11,8,7,6,8,7,6,1,8,769,468,322,217,160,127,104,97,14394,77,69,72,56,38,25,38,26,53910,26,26,13723,27,20,15,17,18,17,11,13,16,13,3245,5,12,9,18,6,5,10,1452,702,457,274,220,185,146,107,52562,101,68,68,54,59,42,38,24
0,0,2470,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,476,268,167,90,65,40,34,24,11653,18,8,7,5,1,3,1,2,57392,2,1,12656,1,1,0,0,0,0,0,0,0,0,2565,0,0,0,0,0,0,0,1065,494,245,174,106,61,50,20,58807,28,17,10,6,4,6,5,2
24,15,2909,11,12,13,8,15,8,6,6,6,3,1181,2,4,5,4,2,3,2,1,2,668,408,251,210,163,120,101,84,12761,78,71,56,43,30,30,23,26,53844,27,13,13809,21,12,13,12,4,5,8,5,3,6,2937,4,2,7,1,5,3,3,1172,637,396,259,218,179,169,114,56289,94,77,70,46,51,33,29,23
2,1,2552,1,1,0,0,0,0,0,0,0,0,985,0,0,0,0,0,0,0,0,0,460,234,168,117,88,61,42,28,11455,19,14,17,11,2,4,6,2,54586,0,0,14026,1,0,0,0,0,1,0,1,0,0,2962,0,1,0,2,0,0,0,1094,509,310,194,123,83,62,54,59632,29,12,17,9,10,3,5,4
16,25,2750,13,19,15,15,9,12,13,12,14,10,1307,14,3,0,5,5,3,1,6,3,706,501,330,241,178,152,123,95,11444,73,53,61,50,32,28,32,29,51526,24,27,14123,16,27,21,18,15,17,18,11,7,9,3316,11,12,7,11,10,8,6,1378,793,539,377,268,170,131,116,57803,101,84,92,53,47,41,35,23
5,6,2118,6,6,4,3,1,1,0,1,0,3,862,2,1,3,0,1,1,1,3,0,509,309,179,130,100,72,49,45,10709,47,22,25,27,9,8,8,7,55371,11,8,13551,6,3,3,5,2,2,2,3,1,2,2347,4,2,3,2,1,4,2,966,522,310,214,150,122,88,65,60780,43,34,22,14,15,12,8,6
5,7,3461,9,5,8,0,1,2,3,0,0,0,1464,0,1,0,0,0,1,0,2,0,810,501,328,227,167,145,105,67,13968,58,53,21,30,19,13,10,9,53225,12,13,14030,8,11,9,4,4,1,4,3,0,1,3520,1,0,0,0,1,1,1,1524,833,467,347,236,165,100,103,53618,77,49,31,30,23,25,13,10
5,6,2365,0,2,2,3,1,2,2,0,1,0,838,0,0,0,0,0,0,0,0,0,443,217,130,92,70,48,36,32,12069,23,23,22,14,12,4,13,9,57424,5,7,12788,7,3,1,3,2,1,1,0,3,1,2444,0,0,0,0,0,0,0,879,450,269,153,90,71,45,37,58710,25,21,19,15,10,13,8,11
141,158,3646,124,108,115,99,107,89,69,70,64,69,2215,54,49,42,48,40,47,40,36,40,1515,1125,953,812,662,599,525,493,10772,411,309,274,258,248,198,149,161,43144,186,147,12962,140,131,121,98,99,82,87,77,69,63,4016,61,58,67,66,54,55,40,2184,1570,1197,963,829,681,585,541,46553,411,377,362,292,235,227,218,191
30,21,5921,17,9,14,11,5,3,7,0,1,1,3076,0,1,0,1,1,0,0,0,0,1840,1128,766,568,462,332,246,181,15200,144,135,114,73,73,52,36,37,41666,35,24,17110,27,12,17,14,7,10,6,7,6,2,6054,4,1,0,1,2,0,1,3263,1882,1210,770,579,431,352,286,44833,224,172,128,102,97,67,42,47
0,0,2060,0,0,0,0,0,0,0,0,0,0,768,0,0,0,0,0,0,0,0,0,335,186,80,56,32,20,5,5,10683,3,1,3,2,0,0,0,0,55093,0,0,13792,0,0,0,0,0,0,0,0,0,0,2409,0,0,0,0,0,0,0,845,383,199,108,63,39,14,9,62788,8,6,1,2,0,2,0,0
0,0,1378,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,200,76,51,38,19,13,14,6,9605,3,2,0,1,0,0,0,0,59530,0,0,11832,0,0,0,0,0,0,0,0,0,0,1517,0,0,0,0,0,0,0,514,192,111,71,38,18,15,14,64248,12,2,2,1,1,0,1,1
0,0,1685,1,1,0,2,0,1,3,2,0,0,628,0,0,0,0,0,0,0,0,0,346,181,104,63,39,32,16,13,9479,7,8,6,4,2,3,3,1,61371,0,4,10095,2,1,1,3,0,1,0,0,0,0,1784,1,1,0,1,0,0,0,687,290,192,108,68,42,33,18,62622,21,7,4,4,2,4,1,2
0,0,826,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,116,68,25,18,22,10,13,10,8355,6,4,1,1,0,0,0,0,69063,0,0,6860,0,0,0,0,0,0,0,0,0,0,749,0,0,0,0,0,0,0,253,123,51,42,27,25,11,13,63025,4,1,6,1,0,2,1,0
2,2,705,2,1,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,95,59,28,21,15,8,5,6,7443,5,4,6,2,1,3,2,1,68804,3,1,6326,1,0,1,0,0,0,0,1,1,0,608,1,0,0,0,0,0,0,196,107,54,34,16,17,4,12,65138,10,6,4,5,2,1,2,2
0,0,553,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,74,30,13,1,3,3,2,1,5905,1,0,2,0,0,0,0,0,66180,0,0,6735,0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,0,0,0,196,68,33,12,10,3,2,1,69424,3,1,2,0,0,0,0,0
0,0,450,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,57,48,26,23,14,21,6,3,6212,1,1,0,0,0,0,0,0,68158,0,0,6300,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,141,69,36,25,20,9,11,6,67739,8,6,3,1,0,0,0,0
0,0,682,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,120,58,36,36,21,20,13,8,5935,5,1,0,0,0,0,0,0,65184,0,0,6989,0,0,0,0,0,0,0,0,0,0,667,0,0,0,0,0,0,0,262,114,70,62,26,15,20,10,69403,4,6,2,3,0,0,0,0
0,0,558,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,125,86,56,40,20,16,11,14,6031,4,3,2,1,2,0,0,0,65942,0,0,6881,0,0,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,0,266,121,102,58,39,27,27,18,68705,10,2,2,0,0,0,0,0
0,0,668,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,108,38,33,21,10,10,3,7,6964,6,4,2,0,0,0,0,0,66786,0,0,7246,0,0,0,0,0,0,0,0,0,0,708,0,0,0,0,0,0,0,230,90,50,25,22,15,4,13,66679,8,5,6,0,1,0,1,0
0,0,542,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,99,51,34,32,21,20,18,2,6700,3,1,0,0,0,0,0,0,67564,0,0,6350,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,193,109,63,53,22,27,18,9,67319,8,3,1,0,0,0,0,0
0,0,518,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,48,25,9,5,1,0,0,0,7202,0,0,0,0,0,0,0,0,69471,0,0,6436,0,0,0,0,0,0,0,0,0,0,436,0,0,0,0,0,0,0,169,47,17,9,4,2,0,0,65468,0,0,0,0,0,0,0,0
2,2,416,0,2,0,0,2,0,1,0,0,0,171,0,0,0,0,0,0,0,0,0,42,24,14,13,8,7,2,7,5528,3,3,5,2,1,4,5,5,64488,2,0,7265,1,0,1,2,0,1,0,0,1,1,526,0,0,0,0,0,0,0,152,53,16,10,10,6,2,5,71145,8,6,3,9,7,5,6,0
2,3,538,2,0,1,1,1,1,0,1,0,0,187,0,1,1,0,1,0,0,0,0,88,51,27,23,12,12,8,8,5801,10,8,13,8,6,2,0,3,63590,3,4,7782,1,2,2,1,0,0,2,0,0,0,623,0,0,0,0,1,1,0,194,105,58,39,17,10,10,10,70680,11,2,7,4,10,4,3,1
2,0,653,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,157,83,41,35,27,12,7,6,5495,3,7,2,0,1,2,1,3,61989,0,1,8022,1,0,0,0,0,0,0,0,0,0,748,0,0,0,0,0,0,0,315,160,68,55,29,24,23,14,71648,16,3,4,6,1,1,2,2
0,1,626,1,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,160,93,47,42,24,18,13,9,6029,12,6,5,3,1,0,0,2,65456,1,0,7110,0,0,0,0,0,0,0,0,0,0,696,0,0,0,0,0,0,0,290,152,103,66,46,37,22,13,68624,12,7,2,2,0,0,2,0
0,0,285,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,37,23,8,14,7,3,1,0,5399,0,0,0,0,0,0,0,0,66327,0,0,6282,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,75,26,18,12,12,4,3,3,71077,0,0,0,0,0,0,0,0
0,0,499,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,78,37,25,15,8,7,14,5,6025,2,6,4,1,2,0,0,0,66257,3,2,6640,0,0,0,0,0,0,0,0,0,0,582,0,0,0,0,0,0,0,179,77,39,25,13,8,4,6,69222,6,5,3,7,3,0,0,1
0,0,466,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,55,33,20,12,7,11,2,3,6203,0,0,0,0,0,0,0,0,68781,0,0,6005,0,0,0,0,0,0,0,0,0,0,461,0,0,0,0,0,0,0,149,69,36,17,6,2,6,1,67510,0,2,0,1,0,2,0,2
4,0,417,3,3,0,2,2,2,4,1,3,1,193,1,1,1,0,0,1,0,0,0,110,67,46,36,16,27,11,7,5818,10,11,10,8,4,6,1,8,67350,5,1,6114,4,5,3,2,3,3,1,1,0,1,402,0,2,0,0,1,1,1,189,110,66,57,51,32,19,11,68661,11,13,10,11,6,5,1,1
1,0,697,2,1,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,168,127,80,64,54,35,16,9,6192,6,4,7,3,3,1,1,2,66011,0,0,6730,0,1,0,1,0,0,1,1,0,0,721,0,0,0,0,0,0,0,303,196,137,96,53,39,33,18,67765,16,16,8,6,4,4,1,2
0,0,225,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,45,8,0,3,0,0,0,0,4692,0,0,0,0,0,0,0,0,65603,0,0,6165,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,107,47,17,4,3,1,0,0,72640,0,0,0,0,0,0,0,0
0,0,352,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,67,35,15,9,5,3,4,2,5330,0,2,0,0,0,0,0,0,66373,0,0,6363,0,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,147,67,26,23,12,10,2,2,70559,2,1,0,1,0,0,0,0
1,1,323,0,1,0,2,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,72,50,23,16,8,6,4,3,5787,6,4,1,1,1,2,1,0,69053,0,0,5509,1,0,1,0,0,1,1,1,0,0,326,0,0,0,0,0,0,0,100,78,48,34,11,9,10,12,68353,2,1,1,4,1,0,0,1
0,0,229,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,19,6,2,0,0,0,0,0,5663,0,0,0,0,0,0,0,0,68568,0,0,5937,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,55,20,8,0,0,0,0,0,69231,0,0,0,0,0,0,0,0
0,0,615,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,120,53,22,20,12,8,7,5,6981,3,2,0,0,0,0,0,0,71642,0,0,5339,0,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0,0,226,108,50,25,11,11,12,6,63957,4,3,0,2,0,0,0,0
0,0,551,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,140,78,38,24,12,8,8,6,5780,2,4,3,4,0,0,0,0,65065,0,0,7084,0,0,0,0,0,0,0,0,0,0,561,0,0,0,0,0,0,0,251,135,61,53,32,14,11,12,69806,4,1,1,2,3,3,0,0
1,0,730,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,184,122,67,59,35,30,18,16,6030,3,2,6,3,2,4,2,1,63029,0,0,7898,0,0,0,0,0,0,0,0,0,0,817,0,0,0,0,0,0,0,345,176,101,76,56,51,28,14,69737,19,11,6,9,2,1,0,0
0,0,156,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,14,4,4,2,0,0,0,0,5535,0,0,0,0,0,0,0,0,70479,0,0,5125,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,43,15,4,3,2,0,0,0,68423,0,0,0,0,0,0,0,0
0,0,353,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,73,37,24,13,13,8,2,0,5488,2,1,0,2,1,0,0,0,66804,0,0,6516,0,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,153,61,33,20,15,7,15,5,69841,2,4,0,0,0,0,0,0
0,0,338,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,32,16,12,9,4,1,0,0,6015,0,0,0,0,0,0,0,0,67799,0,0,6309,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,0,0,121,26,10,7,10,2,2,1,68790,0,0,0,0,0,0,0,0
0,0,267,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,5833,0,0,0,0,0,0,0,0,69979,0,0,5439,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,52,9,1,0,0,0,0,0,68060,0,0,0,0,0,0,0,0
0,0,466,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,105,48,29,25,13,6,1,3,5789,1,0,0,0,0,0,0,0,66656,0,0,6779,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,213,96,59,38,16,12,9,4,68912,3,1,2,2,1,0,0,0
1,0,518,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,118,61,38,26,17,11,8,6,6507,10,3,1,1,0,1,0,1,68566,0,0,6135,0,1,1,0,2,0,0,0,0,0,462,0,0,0,0,0,0,0,203,110,61,42,29,15,16,7,66806,8,1,0,1,1,0,0,1
0,0,674,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,111,47,34,24,15,14,5,6,6370,5,8,3,3,0,2,0,1,64806,3,1,7438,0,1,1,1,0,0,0,0,0,0,727,0,0,0,0,0,0,0,246,121,67,33,18,24,12,9,68916,3,2,1,4,1,0,1,0
0,0,239,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,28,16,9,8,8,7,5,1,5949,1,2,0,1,0,0,1,2,69176,1,1,5902,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,75,26,23,9,7,2,2,2,68125,3,0,0,0,4,0,2,1
0,0,355,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,66,37,20,12,7,0,0,0,5625,0,0,0,0,0,0,0,0,66100,0,0,6850,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,118,74,31,22,6,4,4,0,70079,0,0,0,0,0,0,0,0
0,0,896,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,177,83,49,49,36,34,24,16,7615,11,3,3,4,1,2,2,0,66757,0,0,7201,0,0,0,0,0,0,0,0,0,0,852,0,0,0,0,0,0,0,322,172,85,77,47,34,36,25,65021,13,13,9,2,3,1,2,0
0,0,764,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,111,49,23,12,9,4,4,1,6623,1,0,0,0,0,0,0,0,64717,0,0,7607,0,0,0,0,0,0,0,0,0,0,839,0,0,0,0,0,0,0,284,103,50,29,18,10,7,1,68433,1,2,1,0,0,0,0,0
0,0,575,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,97,45,19,11,9,3,0,0,5804,0,0,0,0,0,0,0,0,64298,0,0,7316,0,0,0,0,0,0,0,0,0,0,646,0,0,0,0,0,0,0,223,101,53,24,11,6,5,1,70530,0,0,0,0,0,0,0,0
0,0,422,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,39,29,10,4,1,1,0,0,6558,0,0,0,0,0,0,0,0,69605,0,0,5769,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,102,71,22,11,1,0,0,0,66905,0,0,0,0,0,0,0,0
1,1,876,1,0,0,1,1,0,0,1,0,1,379,0,0,0,0,0,0,0,0,0,205,88,71,45,30,34,17,19,6765,20,12,6,8,5,5,3,3,62052,2,4,8687,3,2,2,0,3,0,1,0,1,1,932,0,0,0,0,0,0,0,393,227,127,58,55,25,24,16,68721,8,11,15,14,3,6,5,4
3,0,1024,0,0,1,1,0,1,1,0,0,0,459,0,0,0,0,0,0,0,0,0,285,194,126,97,59,43,40,18,6399,16,15,7,8,4,10,4,8,57074,2,3,10502,5,1,1,2,1,1,0,0,1,0,1251,1,0,0,2,0,0,0,530,319,210,137,95,68,58,29,70791,29,27,9,7,5,8,1,7
0,0,611,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,67,32,21,10,12,14,7,9,5774,8,3,2,1,0,0,0,0,61288,0,0,8786,0,0,0,0,0,0,0,0,0,0,679,0,0,0,0,0,0,0,186,82,29,27,17,9,14,11,72114,6,8,5,3,5,0,0,0
0,0,449,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,29,10,1,2,1,0,0,0,6054,0,0,0,0,0,0,0,0,66240,0,0,6878,0,0,0,0,0,0,0,0,0,0,447,0,0,0,0,0,0,0,121,32,10,5,3,0,0,0,69603,0,0,0,0,0,0,0,0
1,3,541,4,4,3,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,88,59,40,29,25,19,13,8,6960,9,6,3,4,3,3,5,1,68929,3,2,6110,3,0,2,0,0,0,1,0,0,1,523,1,1,0,0,0,0,0,173,88,53,31,30,11,19,15,65963,11,11,9,7,3,5,2,2
0,0,976,0,0,0,0,0,0,0,0,0,0,428,0,0,0,0,0,0,0,0,0,219,109,62,35,36,28,9,7,7332,1,6,4,6,0,2,0,0,62760,0,0,8660,0,0,0,0,0,0,0,0,0,0,1113,0,0,0,0,0,0,0,455,214,95,62,62,37,27,18,67211,14,6,2,1,2,1,0,0
0,0,967,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,217,127,75,42,31,31,21,20,7100,7,3,2,2,2,3,3,1,61846,0,0,9027,1,0,1,0,1,1,0,0,0,0,1048,0,0,0,0,0,0,0,407,243,122,84,51,45,18,15,68016,23,9,8,2,4,1,2,2
2,0,949,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,193,103,65,33,28,8,12,9,7938,3,7,6,4,1,2,2,0,65293,0,0,8208,0,0,0,0,0,0,0,0,0,0,1031,0,0,0,0,0,0,0,360,198,103,54,36,18,15,9,64952,8,8,11,4,3,6,0,0
0,0,695,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,129,84,62,39,21,23,13,14,7950,19,11,3,4,2,3,3,0,70803,0,1,5922,0,0,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,244,144,63,44,47,37,24,16,62682,10,3,11,4,11,4,1,3
0,0,678,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,113,65,58,39,24,14,13,14,6866,7,13,2,7,2,3,4,3,66334,0,0,7042,0,0,0,0,0,0,0,0,0,0,673,0,0,0,0,0,0,0,243,114,69,53,33,19,15,12,67168,13,13,7,8,5,8,3,6
0,0,670,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,151,74,44,39,27,13,9,9,6875,8,4,1,0,0,0,0,0,67929,0,0,6405,0,0,0,0,0,0,0,0,0,0,579,0,0,0,0,0,0,0,289,151,80,63,32,24,13,11,66169,3,6,3,3,4,0,0,0
3,1,828,1,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,164,121,63,48,35,29,18,10,7239,13,11,5,3,8,8,1,4,64530,2,2,7906,1,0,1,1,1,0,0,0,0,0,884,0,0,0,0,0,0,0,324,160,103,73,54,30,28,15,66874,15,17,9,7,13,4,2,0
3,3,746,1,1,2,0,0,0,1,1,1,0,298,0,0,0,0,0,0,0,0,0,189,111,62,35,30,23,27,18,6775,17,8,2,5,1,3,2,2,62980,2,1,8651,1,1,0,0,0,0,0,0,0,0,815,0,0,0,0,0,0,0,309,178,113,88,52,38,32,19,68283,24,17,8,7,5,5,3,1
0,0,916,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,141,69,33,22,6,3,0,0,6996,0,0,0,0,0,0,0,0,64384,0,0,8092,0,0,0,0,0,0,0,0,0,0,919,0,0,0,0,0,0,0,354,151,59,38,21,10,4,3,67460,0,0,0,0,0,0,0,0
0,0,782,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,134,53,14,10,9,2,0,0,7030,0,0,0,0,0,0,0,0,65686,0,0,7525,0,0,0,0,0,0,0,0,0,0,807,0,0,0,0,0,0,0,296,115,50,24,11,4,0,1,67202,0,0,0,0,0,0,0,0
0,0,641,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,91,25,11,14,7,4,4,4,6970,4,2,0,0,0,0,0,0,66897,0,0,6834,0,2,1,0,0,0,0,0,0,0,710,0,0,0,0,0,0,0,218,83,31,6,10,1,5,2,67173,7,5,0,0,0,0,0,2
0,0,640,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,75,27,18,10,7,7,1,0,8071,0,0,0,0,0,0,0,0,71426,0,0,5971,0,0,0,0,0,0,0,0,0,0,539,0,0,0,0,0,0,0,173,61,34,22,12,9,3,2,62698,0,0,0,0,0,0,0,0
0,0,655,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,78,23,18,7,5,5,5,1,7804,0,0,0,0,0,0,0,0,70548,0,0,5955,0,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,187,74,38,16,7,5,2,1,63789,3,2,3,0,0,0,0,0
2,0,1091,0,0,0,0,0,0,0,0,0,0,434,0,0,0,0,0,0,0,0,0,203,101,59,32,24,11,5,4,8660,1,3,2,0,1,1,1,0,67621,0,2,7411,0,0,0,0,0,0,0,0,0,0,1006,0,0,0,0,0,0,0,381,199,104,68,40,15,7,7,62488,5,2,4,1,0,2,1,1
0,0,559,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,83,48,18,6,4,6,0,2,7194,0,1,0,0,0,0,0,0,68070,0,0,6788,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,160,84,39,24,15,5,1,3,66174,0,1,2,1,0,0,0,0
0,0,974,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,144,91,45,39,26,19,9,7,8113,9,5,5,6,5,4,3,0,66685,1,3,7635,1,1,0,0,0,0,0,0,0,0,904,0,0,0,0,0,0,0,313,144,83,56,47,19,18,15,64222,10,4,1,7,2,5,0,1
